0.928254767,0.44857075,1
0.858407248,0.376056787,1
0.09411867,0.414797372,1
0.671261602,0.115297908,1
0.883126077,0.678778235,1
0.540835388,0.321425188,-1
0.715781861,0.365456953,-1
0.646557321,0.330377875,-1
0.617614607,0.03191955,1
0.485841549,0.200031467,1
0.498437633,0.950737615,1
0.204236344,0.67535125,1
0.204484721,0.784471041,1
0.58657258,0.533652112,-1
0.313929377,0.50678445,-1
0.284928623,0.910137895,1
0.400958186,0.587394146,-1
0.304511142,0.366923978,-1
0.25056678,0.76605035,1
0.797524426,0.537507258,-1
0.598269086,0.153600207,1
0.257493158,0.606256892,-1
0.071755275,0.665592881,1
0.162515038,0.736925166,1
0.062089777,0.698980804,1
0.166092805,0.473618021,1
0.550833614,0.813612517,1
0.667774471,0.305722583,-1
0.062757381,0.577818538,1
0.204541941,0.130730812,1
0.413013185,0.128082077,1
0.240705706,0.28504778,1
0.843484753,0.36067245,1
0.226700506,0.190168559,1
0.825724222,0.55193703,1
0.732073476,0.6757928,-1
0.135906967,0.181915046,1
0.501976737,0.087425712,1
0.196411137,0.4416011,1
0.961227914,0.67496622,1
0.284161153,0.545729725,-1
0.696906821,0.777631131,1
0.846495532,0.184048752,1
0.176243757,0.607293696,1
0.889513343,0.472465304,1
0.507300113,0.74942862,-1
0.108681722,0.247848757,1
0.369667932,0.854579507,1
0.514062207,0.298755319,-1
0.287442201,0.914663608,1
0.307893578,0.824368062,1
0.802852278,0.31235507,1
0.495230852,0.322132587,-1
0.063606628,0.480801863,1
0.840517855,0.787769981,1
0.47125653,0.435293307,-1
0.516503876,0.411330656,-1
0.358691766,0.681513614,-1
0.697968784,0.618012685,-1
0.7171318,0.582260722,-1
0.329150201,0.660676352,-1
0.7187107,0.688714897,-1
0.763669588,0.686086022,1
0.51337198,0.967473723,1
0.516755872,0.271643766,-1
0.308725024,0.366659616,-1
0.738141874,0.83535993,1
0.236891901,0.627305415,-1
0.527677203,0.207570338,-1
0.573387393,0.390385879,-1
0.435119545,0.567214467,-1
0.239955734,0.283737531,1
0.094582246,0.453545132,1
0.253296007,0.11187208,1
0.772268955,0.110209764,1
0.536505929,0.743079431,-1
0.068477789,0.325145376,1
0.357535469,0.707524352,-1
0.231204153,0.617147016,-1
0.305256882,0.356337824,-1
0.880403579,0.729591365,1
0.172967945,0.65806751,1
0.964376599,0.630129961,1
0.90181795,0.362188397,1
0.827847483,0.177748653,1
0.786310695,0.560210837,-1
0.059713432,0.400750658,1
0.522376717,0.978829328,1
0.21139479,0.541754872,-1
0.290334107,0.17930539,1
0.135399062,0.483140826,1
0.391425776,0.94354554,1
0.228654961,0.31804069,1
0.101228913,0.437742456,1
0.382993465,0.791506557,1
0.467376695,0.154235281,1
0.052327814,0.47054601,1
0.288821417,0.255280791,1
0.461945949,0.008043095,1
0.304567229,0.457504291,-1
0.13765097,0.424145669,1
0.928194846,0.694217155,1
0.819393373,0.650459429,1
0.425364099,0.191272658,1
0.8582972,0.718721835,1
0.813611243,0.33559562,1
0.604783618,0.835841217,1
0.258017417,0.779133494,1
0.954829014,0.511409019,1
0.137796612,0.620022031,1
0.267550208,0.086253362,1
0.741793482,0.6795508,1
0.804775568,0.434125557,1
0.298240555,0.449926219,-1
0.109372595,0.526942423,1
0.253984827,0.764279084,1
0.630020875,0.416885654,-1
0.251018239,0.542196296,-1
0.554100149,0.614414059,-1
0.87306216,0.379886153,1
0.442505727,0.041775028,1
0.39135491,0.800424653,1
0.462556422,0.698741214,-1
0.372921251,0.254693457,-1
0.609155973,0.047989562,1
0.40571705,0.870310694,1
0.553035539,0.006516612,1
0.972017616,0.502585002,1
0.711140138,0.218363185,1
0.899860868,0.750436806,1
0.664056917,0.535994041,-1
0.448194142,0.629718406,-1
0.688886533,0.379285002,-1
0.714588072,0.240939972,1
0.458844437,0.111909578,1
0.850927445,0.820127744,1
0.022948325,0.574812707,1
0.650222151,0.660088973,-1
0.3887438,0.727711291,-1
0.314160142,0.635403412,-1
0.76064916,0.278174115,1
0.862568904,0.411665484,1
0.124302432,0.749106273,1
0.593153967,0.221831556,-1
0.698099117,0.186325946,1
0.856637763,0.234772612,1
0.617716254,0.870110227,1
0.228284149,0.791553347,1
0.929518988,0.561337516,1
0.133266,0.626108403,1
0.406330365,0.128454028,1
0.0926301,0.532795641,1
0.407555956,0.123470351,1
0.655217554,0.109479269,1
0.811025941,0.562454665,1
0.697595173,0.309753817,-1
0.2283427,0.78020971,1
0.05138344,0.595625605,1
0.56360418,0.175172739,1
0.235643547,0.325271328,1
0.730634592,0.792396596,1
0.859268003,0.696110227,1
0.149102004,0.586735777,1
0.44742509,0.333297418,-1
0.445311734,0.203843708,1
0.699887208,0.738255131,1
0.127607246,0.560103991,1
0.515646571,0.935498289,1
0.027093602,0.471952869,1
0.532070374,0.338233619,-1
0.917835695,0.600249269,1
0.340275558,0.918818872,1
0.273027792,0.059403207,1
0.577065993,0.525275597,-1
0.390963926,0.364314259,-1
0.92390768,0.537879002,1
0.642709253,0.419425866,-1
0.366860957,0.326652419,-1
0.490116951,0.449148007,-1
0.771715758,0.16966871,1
0.593116786,0.669891599,-1
0.798149143,0.469534397,-1
0.49758665,0.772362872,-1
0.62904482,0.146759819,1
0.570420539,0.028274432,1
0.947471073,0.644975263,1
0.428160715,0.676586176,-1
0.783545653,0.364327262,1
0.153438414,0.533243556,1
0.488242451,0.193615818,1
0.746920391,0.642797528,-1
0.443617697,0.786775815,-1
0.564895168,0.123377975,1
0.490798122,0.028161151,1
0.260587061,0.854423299,1
0.411060519,0.946435231,1
