1.2167,-0.82661,1
-1.0314,0.96327,1
-1.1075,-0.80799,-1
0.2841,0.85371,1
1.1853,0.43615,1
1.1858,0.38545,1
-0.4074,0.83853,1
-1.6636,-0.58913,-1
-1.1732,-0.46164,-1
1.7853,0.85125,1
-0.53267,-1.3524,-1
-1.3541,1.578,1
-0.57366,-0.93169,-1
1.5328,-1.1385,1
0.6084,-0.77778,1
-1.3921,-1.365,-1
0.77577,-0.7917,1
0.83669,0.63047,1
-0.56689,-0.37612,-1
-1.0191,0.5527,1
-0.33312,1.4138,1
-0.69832,1.3335,1
-0.56038,1.0722,1
0.63278,0.62131,1
-1.493,-0.66873,-1
-0.45808,-1.4644,-1
-1.0567,1.4575,1
1.4264,-0.25485,1
1.2795,-0.32478,1
-0.58575,-1.5177,-1
1.7344,0.79701,1
1.366,0.217,1
-0.18507,-1.1291,-1
0.33564,-0.72271,1
-1.2079,-1.4348,-1
1.8128,0.83311,1
1.0943,-0.90965,1
-0.45649,-0.58555,-1
0.55753,-1.2685,1
-0.41375,0.83521,1
-1.6007,1.2116,1
-1.5524,-0.83658,-1
0.98075,1.0579,1
-1.0217,1.0639,1
0.67533,1.7099,1
0.24125,-0.86937,1
1.6455,-1.303,1
-1.1538,-1.7144,-1
0.35428,0.93875,1
-0.68676,-1.3575,-1
-0.63223,-0.42374,-1
-0.199,-1.3002,-1
0.15961,-0.90346,1
-0.76214,-1.4509,-1
1.5064,-1.4264,1
1.4571,-1.0298,1
0.15858,-1.0538,1
-0.41496,0.70128,1
0.28361,-1.4683,1
1.6648,1.0401,1
0.23646,1.1881,1
-0.24488,0.64818,1
0.29109,0.77309,1
-0.52086,-0.37807,-1
1.1461,0.87816,1
0.82483,-1.3288,1
-0.50386,1.3862,1
0.99115,1.1927,1
-1.7938,0.73316,1
-1.4022,0.78795,1
-1.0605,1.5229,1
-0.82656,0.82354,1
0.31191,-1.2037,1
-0.81819,0.57554,1
1.817,0.88536,1
-0.69539,0.24495,1
-0.29072,-1.2313,-1
-0.91043,0.5199,1
-1.0133,0.81527,1
-0.90971,-0.17276,-1
1.0618,0.97588,1
-1.2973,-1.8294,-1
-0.39651,1.3456,1
0.67686,-0.73623,1
1.1215,-0.98589,1
1.4984,-0.26144,1
-0.54601,-0.89742,-1
0.99371,-1.1681,1
-1.5065,-0.60014,-1
1.0146,-1.7305,1
0.71527,-0.79305,1
-1.5195,-0.9933,-1
1.2666,-0.43298,1
0.61505,0.72306,1
-1.5205,-1.1311,-1
0.40594,-0.6273,1
1.2858,0.21009,1
0.36939,1.5156,1
0.89462,-0.37155,1
0.53799,-0.9779,1
-0.79505,-1.7543,-1
-1.2119,-0.9852,-1
-1.8161,-1.2992,-1
0.47004,1.108,1
1.6975,1.2629,1
-0.37112,-0.68284,-1
0.96354,-1.0926,1
0.77002,0.95222,1
-1.3858,-1.6853,-1
-1.8436,-1.2191,-1
-1.4636,-0.68005,-1
0.51953,-1.4694,1
-1.2918,-0.25796,-1
-0.30818,-0.54204,-1
-0.4352,-0.71772,-1
0.50178,0.70564,1
0.92589,-0.19967,1
-0.53739,1.5732,1
1.1644,1.7344,1
0.97148,-0.85117,1
-0.36635,-0.48967,-1
-1.1011,1.19,1
1.565,-1.4914,1
-0.65365,-1.2718,-1
1.322,-1.1934,1
-1.0093,-0.94664,-1
-1.1143,1.4806,1
0.712,0.3779,1
0.43751,0.95527,1
-1.514,-1.7248,-1
0.92573,1.79,1
-0.96993,1.3672,1
-1.1637,-0.42214,-1
1.4931,0.37255,1
-1.0461,-0.31259,-1
1.1777,0.33198,1
-1.2192,1.7032,1
-0.42532,1.4987,1
-0.92509,1.8782,1
-1.7291,0.81775,1
0.41213,-1.1306,1
-0.40926,1.3311,1
0.29927,0.77969,1
0.60294,-0.90441,1
0.59883,-1.706,1
-0.36435,1.2696,1
-0.58938,-0.85205,-1
-1.444,1.6403,1
-0.9903,0.72036,1
1.3537,1.7652,1
0.38767,-1.2888,1
-1.2908,0.73938,1
0.51922,-1.1976,1
1.3151,-0.22389,1
0.2668,1.5165,1
0.71591,1.0435,1
-0.38326,-1.2364,-1
-0.45603,1.1305,1
-1.0508,0.7025,1
0.80611,1.5441,1
0.52221,-0.83455,1
0.51189,0.37069,1
1.1344,0.71601,1
-1.558,0.45165,1
-1.4551,0.23563,1
0.80813,-0.71833,1
0.23038,-0.71783,1
-0.72636,0.33807,1
-1.7578,1.4058,1
1.6035,-1.126,1
0.86552,-1.2831,1
-0.11105,1.0674,1
-1.0529,-0.86126,-1
0.72424,-0.76883,1
1.6702,1.0013,1
-0.54983,-1.1585,-1
0.55818,0.5615,1
-1.5685,0.92242,1
-1.6728,0.77981,1
0.91408,-1.5307,1
-1.2699,1.5971,1
1.2392,0.76798,1
-1.7104,-1.5481,-1
1.103,1.8786,1
-1.0232,1.5748,1
1.5947,0.99414,1
0.66666,1.6043,1
0.44001,0.3373,1
1.1615,-1.4264,1
1.215,-0.4445,1
-1.6671,0.55065,1
-1.3667,-1.3037,-1
1.38,1.4214,1
1.2064,1.728,1
-0.30094,-0.47513,-1
-1.6831,0.41628,1
-0.96008,1.6624,1
1.2403,0.77057,1
1.36,1.3147,1
0.65108,-0.77753,1
